grammar_name_en,grammar_name_jp,meaning,how_to_use_html,example_1,example_2,source
to tomo ni,と共に（とともに）,Learn Japanese grammar: 【とともに】(to tomo ni). Meaning: together with; at the same time as; as well as ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">と共に</td></tr><tr><td>Noun</td></tr></tbody></table>","Example #1私の人生は、ギターと共にある。hintromajiEnglishわたしのじんせいは、ギターとともにある。watashi no jinsei wa, gitaa to tomo ni aru.I spend my life together with my guitar.","Example #2春が近づくと共に、少しずつ暖かくなってきた。hintromajiEnglishはるがちかづくとともに、すこしずつあたたかくなってきた。haru ga chikaduku to tomo ni, sukoshi zutsu atatakaku natte kita.As spring grows nearer, it's gradually getting a bit warmer.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e5%85%b1%e3%81%ab-to-tomo-ni-meaning/
tochuu de / tochuu ni,途中で/途中に（とちゅうで/とちゅうに）,Learn Japanese grammar: 【とちゅうで/とちゅうに】(tochuu de / tochuu ni). Meaning: on the way; in the middle of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">途中で<br/>途中に</td></tr><tr><td>Noun + の</td></tr></tbody></table>",Example #1ごはんを食べている途中に電話がかかってきた。hintromajiEnglishごはんをたべているとちゅうにでんわがかかってきた。gohan o tabete iru tochuu ni denwa ga kakkate kitaThe phone rang when I was in the middle of eating (dinner).,Example #2私は駅から学校に行く途中で先生に会った。hintromajiEnglishわたしはえきからがっこうにくとちゅうでせんせいにあった。watashi wa eki kara gakkou ni iku tochuu de sensei ni atta.I saw my teacher on the way to school from the station.,https://jlptsensei.com/learn-japanese-grammar/%e9%80%94%e4%b8%ad%e3%81%a7-%e9%80%94%e4%b8%ad%e3%81%ab-tochuu-de-tochuu-ni-meaning/
tokoro de,ところで,Learn Japanese grammar: (tokoro de). Meaning: by the way ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>ところで</td><td>new topic</td></tr></tbody></table>","Example #1ところで、今どこにいるの？hintromajiEnglishところで、いまどこにいるの？tokoro de, ima doko ni iru no?By the way, where are you now?","Example #2ところで大阪に行ったことある？hintromajiEnglishところでおおさかにいったことある？tokoro de oosaka ni itta koto aru?By the way, have you ever been to Osaka?",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a7-tokoro-de-meaning/
tokoro ga,ところが,Learn Japanese grammar: (tokoro ga). Meaning: even so; however; even though ~. This is used to express an unexpected situation.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Expectation</td><td>ところが</td><td>result</td></tr></tbody></table>","Example #1今日は晴れだと思っている。ところが、雨だ。hintromajiEnglishきょうははれだとおもっている。ところが、あめだ。kyou wa hare da to omotteiru. tokoro ga, ame da.I thought today would be sunny. However, it is raining..","Example #2昨夜はコンサートに行くつもりだった。ところが病気で行けなくなった。hintromajiEnglishさくやはコンサートにいくつもりだった。ところがびょうきでいけなくなった。sakuya wa konsaato ni iku tsumori datta. tokoro ga byouki de ikenaku natta.I was planning to go to the concert last night. However, I couldn’t go because I got sick.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%93%e3%82%8d%e3%81%8c-tokoro-ga-meaning/
toori ni,とおりに,"Learn Japanese grammar: (toori ni). Meaning: in the same way as; in the way; as ~. This grammar is similar to the vocabulary word, 通り【とおり】(toori),...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">とおりに</td></tr><tr><td>Verb (casual past)</td></tr><tr><td>Noun</td><td>どおりに<br/>のとおりに</td></tr></tbody></table>",Example #1彼は言われたとおりにした。hintromajiEnglishかれはいわれたとおりにした。kare wa iwareta toori ni shita.He did as he was told.,Example #2彼は時間どおりにやって来た。hintromajiEnglishかれはじかんどおりにやってきた。kare wa jikan doori ni yatte kita.He arrived on time.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%8a%e3%82%8a%e3%81%ab-toori-ni-meaning/
toosu,通す（とおす）,"Learn Japanese grammar: 【とおす】(toosu). Meaning: to do until the end; to continually do; through ~. When used after a verb in stem form, it can...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ます stem) <s>ます</s></td><td>通す<br/>とおす</td></tr></tbody></table>","Example #1やると決めたことは最後までやり通すべきだ。hintromajiEnglishやるときめたことはさいごまでやりとおすべきだ。yaru to kimeta koto wa saigo made yari toosu beki da.When you decide to do something, you should see it through to the end.","Example #2終電を出てしまったので、１時間かけて家まで歩き通した。hintromajiEnglishしゅうでんをでてしまったので、１じかんかけていえまであるきとおした。shuuden o dete shimatta node, 1 jikan kakete ie made aruki tooshita.The last train left, so I walked home for an hour.",https://jlptsensei.com/learn-japanese-grammar/%e9%80%9a%e3%81%99-%e3%81%a8%e3%81%8a%e3%81%99-toosu-meaning/
toshite,として,Learn Japanese grammar: (toshite). Meaning: as; in the role of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>として</td></tr></tbody></table>",Example #1彼は教師として働いている。hintromajiEnglishかれはきょうしとしてはたらいている。kare wa kyoushi toshite hataraiteiru.He has been working as a teacher.,Example #2僕の友人としては君ばかりだ。hintromajiEnglishぼくのゆうじんとしてはきみばかりだ。boku no yuujin toshite aw kimi bakari da.You are the only friend I have.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%97%e3%81%a6-toshite-meaning/
totemo~nai,とても～ない,Learn Japanese grammar: (totemo~nai). Meaning: cannot possibly be; hardly ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>とても</td><td>Verb (ない form)</td></tr></tbody></table>","Example #1そんなこと、私にはとても出来ない。hintromajiEnglishそんなこと、わたしにはとてもできない。sonna koto, watashi niwa totemo dekinai.There's no way I could do something like that.",Example #2この本の漢字は難しいので私にはとても読めない。hintromajiEnglishこのほんのかんじはむずかしいのでわたしにはとてもよめない。kono hon no kanji wa muzukashii no de watashi ni wa totemo yomenai.The kanji in this book is difficult so I can barely read it.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%a6%e3%82%82%ef%bd%9e%e3%81%aa%e3%81%84-totemo-nai-meaning/
towa kagiranai,とは限らない（とはかぎらない）,Learn Japanese grammar: 【とはかぎらない】(towa kagiranai). Meaning: not necessarily so; is not always true.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">とは限らない</td></tr><tr><td>Noun + だ</td></tr><tr><td>な-adjective + だ</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1先生の答えがいつも正しいとは限りません。hintromajiEnglishせんせいのこたえがいつもただしいとはかぎりません。sensei no kotae ga itsumo tadashii towa kagirimasen.The teacher's answers are not always correct.,Example #2こういう音楽は誰でも好きだとは限らない。hintromajiEnglishこういうおんがくはだれでもすきだとはかぎらない。kouiu ongaku wa dare demo suki da towa kagiranai.This sort of music is not necessarily liked by everyone.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a8%e3%81%af%e9%99%90%e3%82%89%e3%81%aa%e3%81%84-towa-kagiranai-meaning/
tsui,つい,Learn Japanese grammar: (tsui). Meaning: accidentally; unintentionally; by mistake.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>つい</td><td>clause (often てしまう form)</td></tr></tbody></table>",Example #1料理がおいしくてつい食べ過ぎた。hintromajiEnglishりょうりがおいしくてついたべすぎた。ryouri ga oishikute tsui tabe sugita.The food was so good that I ate too much.,"Example #2彼女の前でつい他の女の子がかわいいって言ってしまった。hintromajiEnglishかのじょのまえでついほかのおんなのこがかわいいっていってしまった。kanojo no mae de tsui hoka no onnano ko ga kawaii tte itte shimatta.Without thinking, I said some other girl was cute right in front of my girlfriend.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%e3%81%84-tsui-meaning/
tsui ni,ついに,Learn Japanese grammar: (tsui ni). Meaning: finally; at last; in the end ~. Meaning 1 – finally; at last. Meaning 2 – in the end.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>ついに</td><td>phrase</td></tr></tbody></table>",Example #1ついに着いたのだ！hintromajiEnglishついについたのだ！tsui ni tsuita no da!I finally arrived!,Example #2雨はついにやんだ。hintromajiEnglishあめはついにやんだ。ame wa tsui ni yanda.The rain stopped at last.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%e3%81%84%e3%81%ab-tsui-ni-meaning/
tsuide ni,ついでに,"Meaning: Taking the opportunity while doing something; incidentally. Learn Japanese Grammar 日本語文法 - JLPT N3 - ついでに (tsuide ni). Study example sentences, vocabulary list.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""3"">ついでに</td></tr><tr><td>Verb (た form)</td></tr><tr><td>Noun + の</td></tr></tbody></table>","Example #1買い物のついでに、本屋に寄りました。hintromajiEnglishかいもののついでに、ほんやによりました。kaimono no tsuide ni, honya ni yorimashita.I stopped by a book store while shopping.","Example #2コンビニに行くなら、ついでにお茶も買ってきてくれない？hintromajiEnglishコンビニにいくなら、ついでにおちゃもかってきてくれない？konbini in iku nara, tsuide ni ocha mo katte kurenai?If you're already going to the convenience store, could you please also buy me some tea?",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%e3%81%84%e3%81%a7%e3%81%ab-tsuide-ni-meaning/
tsumari,つまり,"Meaning: in other words; in summary. Learn Japanese Grammar 日本語文法 - JLPT N3 - つまり (tsumari). Study guide, example sentences, and vocabulary list.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Clause</td><td>つまり</td><td>alternative explanation</td></tr></tbody></table>","Example #1彼は獣医、つまり、動物の医者です。hintromajiEnglishかれはじゅうい、つまり、どうぶつのいしゃです。kare wa juui, tsumari, doubutsu no isha desu.He’s a veterinarian. In other words, he’s an animal doctor.","Example #2彼女は姉の娘だ。つまり、私にとっては姪です。hintromajiEnglishかのじょはあねのむすめだ。つまり、わたしにとってはめいです。kanojo wa ane no musume da. tsumari, watashi ni totte wa mei desu.She is my sister's daughter. In other words, my niece.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%e3%81%be%e3%82%8a-tsumari-meaning/
tsumori datta,つもりだった,Learn Japanese grammar: (tsumori datta). Meaning: I thought I~; I believe I~; was planning to~; was intending to ~. This is used to express you...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (ている form)</td><td rowspan=""3"">つもりだった<br/>つもりなのに</td></tr><tr><td>Verb (た form)</td></tr><tr><td>Noun + の</td></tr></tbody></table>",Example #1言ったつもりだった。hintromajiEnglishいったつもりだった。itta tsumori datta.I thought I said it.,Example #2私はそのメールを送ったつもりだった。hintromajiEnglishわたしはそのメールをおくったつもりだった。watashi wa sono meeru o okutta tsumori datta.I'm sure I sent that email.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%e3%82%82%e3%82%8a%e3%81%a0%e3%81%a3%e3%81%9f-tsumori-datta-meaning/
tsumori de,つもりで,with the intention of doing ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%a4%e3%82%82%e3%82%8a%e3%81%a7-tsumori-de-meaning/
uchi ni,うちに,Learn Japanese grammar: (uchi ni). Meaning: while; before ~. This usually expresses taking advantage of an opportunity and to use a certain time wisely.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual form)</td><td rowspan=""4"">うちに</td></tr><tr><td>Noun + の</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1明るいうちに、帰りましょう。hintromajiEnglishあかるいうちに、かえりましょう。akarui uchi ni, kaerimashou.Let's head home while it's still light outside.","Example #2忘すれないうちに、メモをしておこう。hintromajiEnglishわすれないうちに、メモをしておこう。wasurenai uchi ni, memo o shite okou.Let's write a memo before you forget.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%86%e3%81%a1%e3%81%ab-uchi-ni-meaning/
ue de,上で（うえで）,Learn Japanese grammar: 【うえで】(ue de). Meaning: upon; after; when; for; in order to. Usage 1) Verb (dictionary form) + 上で Meaning: for; in order to....,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""3"">上で</td></tr><tr><td>Verb (た form)</td></tr><tr><td>Noun + の</td></tr></tbody></table>","Example #1外国語を勉強する上で辞書はなくてはならないものだ。hintromajiEnglishがいこくごをべんきょうするうえでじしょはなくてはならないものだ。gaikokugo o benkyousuru uede jisho wa nakutewa naranai monoda.In order to study a foreign language, you need to have a dictionary.","Example #2仕事をする上で大切なのは、周りとのコミュニケーションです。hintromajiEnglishしごとをするうえでたいせつなのは、まわりとのコミュニケーションです。shigoto o suru ue de taisetsu na no wa, mawari to no komyunikeeshon desu.In order to do one's job, what's important is communication with those around you.",https://jlptsensei.com/learn-japanese-grammar/%e4%b8%8a%e3%81%a7-%e3%81%86%e3%81%88%e3%81%a7-ue-de-meaning/
ue ni,上に（うえに）,Learn Japanese grammar: 【うえに】(ue ni). Meaning: as well; besides; in addition to; not only… but also ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">上(に)</td></tr><tr><td>Noun + の</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1今日は曇っている上に風が強いので、とても寒く感じられる。hintromajiEnglishきょうはくもっているうえにかぜがつよいので、とてもさむくかんじられる。kyou wa kumotteiru ue ni kaze ga tsuyoi node, totemo samuku kanjirareru.Today in addition to being cloudy, the wind is strong and so it feels very cold.","Example #2この店の料理はおいしい。その上、値段も安いのでいつもお客さんが多い。hintromajiEnglishこのみせのりょうりはおいしい。そのうえ、ねだんもやすいのでいつもおきゃくさんがおおい。kono mise no ryouri wa oishii. sono ue, nedan mo yasui no de itsumo okyakusan ga ooi.This restaurant's food is delicious. In addition, the prices are cheap so there are always a lot of customers.",https://jlptsensei.com/learn-japanese-grammar/%e4%b8%8a%e3%81%ab-ue-ni-meaning/
wa betsu toshite,は別として（はべつとして）,Learn Japanese grammar: 【はべつとして】(wa betsu toshite). Meaning: aside from; apart from; except for; whether or not ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td rowspan=""4"">は別として<br/>はべつとして</td></tr><tr><td>Verb (casual) + かどうか</td></tr><tr><td>な-adjective + かどうか</td></tr><tr><td>い-adjective + かどうか</td></tr></tbody></table>","Example #1彼女の料理は見た目は別として、味はとても美味しい。hintromajiEnglishかのじょのりょうりはみためはべつとして、あじはとてもおいしい。kanojo no ryouri wa mitame wa betsu toshite, aji wa totemo oishii.Apart from the appearance, her food tastes very good.","Example #2天気は別として、それは楽しいピクニックだった。hintromajiEnglishてんきはべつとして、それはたのしいピクニックだった。tenki wa betsu toshite, sore wa tanoshii pikunikku datta.Apart from the weather, it was a fun picnic.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%af%e5%88%a5%e3%81%a8%e3%81%97%e3%81%a6-wa-betsu-toshite-meaning/
wa mochiron,はもちろん,"Learn Japanese grammar: (wa mochiron). Meaning: not to mention; not only … but also ~. Not only [A], but also [B]. [A]), not to mention...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td rowspan=""2"">はもちろん</td><td>2nd clause + も</td></tr></tbody></table>","Example #1彼女は、勉強はもちろん料理もよくできる。hintromajiEnglishかのじょは、べんきょうはもちろんりょうりもよくできる。kanojo wa, benkyou wa mochiron ryouri mo yoku dekiru.Not only is she a good student, but she is also good at cooking.","Example #2おすしは日本ではもちろん、海外でも人気がある食べ物だ。hintromajiEnglishおすしはにほんではもちろん、かいがいでもにんきがあるたべものだ。osushi wa nihon de wa mochiron, kaigai demo ninki ga aru tabemono da.Sushi is of course popular in Japan, but it is a popular food overseas as well.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%af%e3%82%82%e3%81%a1%e3%82%8d%e3%82%93-wa-mochiron-meaning/
wa~de yuumei,は～で有名（は～でゆうめい）,famous for ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%af%ef%bd%9e%e3%81%a7%e6%9c%89%e5%90%8d-wa-de-yuumei-meaning/
wake da,わけだ,Learn Japanese grammar: (wake da). Meaning: for that reason; no wonder; as you’d expect; the fact is; so you mean ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">わけだ<br/>わけです</td></tr><tr><td>Noun + である</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1毎日ギターを弾くから上手に弾けるわけだ。hintromajiEnglishまいにちギターをひくからじょうずにひけるわけだ。mainichi gitaa o hiku kara jouzu ni hikeru wake da.I'm good at playing guitar, because I play every day.","Example #2暑いわけだ。気温が36度もある。hintromajiEnglishあついわけだ。きおんが36どもある。atsui wake da. kion ga 36 do mo aru.No wonder it feels so hot, it's 36 degrees (Celsius) out.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%8f%e3%81%91%e3%81%a0-wake-da-meaning/
wake dewa nai,わけではない,Learn Japanese grammar: (wake dewa nai) / (wake janai). Meaning: it doesn’t mean that; it is not the case that; I don’t mean that; it...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""4"">わけではない<br/>わけじゃない</td></tr><tr><td>Noun + (だ)という</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1料理が作れないわけではないが、忙しいからあまり作らない。hintromajiEnglishりょうりがつくれないわけではないが、いそがしいからあまりつくらない。ryouri ga tsukurenai wake dewa nai ga, isogashii kara amari tsukuranai.It's not that I can't cook. I'm just busy and don't do it that often.",Example #2先生は何でも知っているわけではありません。hintromajiEnglishせんせいはなんでもしっているわけではありません。sensei wa nan demo shitteiru wake dewa arimasen.It's not like the teacher knows everything.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%8f%e3%81%91%e3%81%a7%e3%81%af%e3%81%aa%e3%81%84-wake-dewa-nai-%e3%82%8f%e3%81%91%e3%81%98%e3%82%83%e3%81%aa%e3%81%84-wake-janai-meaning/
wake ga nai,わけがない,Learn Japanese grammar: (wake ga nai). Meaning: there is no way that; it is impossible to ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual, non-past )</td><td rowspan=""4"">わけがない</td></tr><tr><td>Noun + である</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>","Example #1彼はお金がないですから、家を買えるわけがない。hintromajiEnglishかれはおかねがないですから、いえをかえるわけがない。kare wa okane ga nai desu kara, ie o kaeru wake ga nai.He has no money, there's no way he can buy a house.",Example #2私がそんなものを食べられるわけがない。hintromajiEnglishわたしがそんなものをたべられるわけがない。watashi ga sonna mono o taberareru wake ga nai.There's no way I could eat anything like that..,https://jlptsensei.com/learn-japanese-grammar/%e3%82%8f%e3%81%91%e3%81%8c%e3%81%aa%e3%81%84-wake-ga-nai-meaning/
wake niwa ikanai,わけにはいかない,"Learn Japanese grammar: (wake niwa ikanai) & (wake niwa ikimasen). Meaning: must not; cannot afford to; must, have no choice but to ~. When used...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual, non-past)</td><td rowspan=""2"">わけにはいかない<br/>わけにはいきません</td></tr><tr><td>Verb (ない form)</td></tr></tbody></table>","Example #1明日はテストがあるから、ゲームをするわけにはいかない。hintromajiEnglishあしたはテストがあるから、ゲームをするわけにはいかない。ashita wa tesuto ga aru kara, geemu o suru wake niwa ikanai.I have a test tomorrow, so there's no way I can play games right now.","Example #2日本の税金は、高くても払わないわけにはいかない。hintromajiEnglishにほんのぜいきんは、たかくてもはらわないわけにはいかない。nihon no zeikin wa, takaku temo harawanai wake niwa ikanai.Even if Japanese taxes are high, they must be paid.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%8f%e3%81%91%e3%81%ab%e3%81%af%e3%81%84%e3%81%8b%e3%81%aa%e3%81%84-wake-niwa-ikanai-meaning/
wari ni,割に（わりに）,Learn Japanese grammar: 【わりに】(wari ni). Meaning: considering ~; for ~; despite ~~. Both the kanji and hiragana forms may be used.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual form)</td><td rowspan=""4"">割に（は）</td></tr><tr><td>Noun + の</td></tr><tr><td>な-adjective</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1彼は年のわりに元気だ。hintromajiEnglishかれはとしのわりにげんきだ。kare wa toshi no wari ni genki da.He is in good shape for his age.,"Example #2このカメラは高いわりに、よく売れる。hintromajiEnglishこのカメラはたかいわりに、よくうれる。kono kamera wa takai wari ni, yoku ureru.This camera sells unexpectedly well considering the high price.",https://jlptsensei.com/learn-japanese-grammar/%e5%89%b2%e3%81%ab-%e3%82%8f%e3%82%8a%e3%81%ab-wari-ni-meaning/
wazato,わざと,Learn Japanese grammar: (wazato). Meaning: on purpose; intentionally ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>わざと</td><td>action</td></tr></tbody></table>",Example #1彼はわざと間違えた。hintromajiEnglishかれはわざとまちがえた。kare wa wazato machigaeta.He made a mistake on purpose.,Example #2私は彼がわざとそうしたとは思いません。hintromajiEnglishわたしはかれがわざとそうしたとはおもいません。watashi wa kare ga wazato sou shita to wa omoimasen.I don't think that he did that on purpose.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%8f%e3%81%96%e3%81%a8-wazato-meaning/
wazawaza,わざわざ,Learn Japanese grammar: (wazawaza). Meaning: to go to the trouble of; to go out of one’s way to ~. This is used to either: express...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>わざわざ</td><td>action</td></tr></tbody></table>","Example #1私が困っているとき、彼女はわざわざ助けてくれた。hintromajiEnglishわたしがこまっているとき、かのじょはわざわざたすけてくれた。watashi ga komatte iru toki, kanojo wa wazawaza tasukete kureta.She went out of her way to help me when I was in trouble.",Example #2あなたはわざわざ私の為にそれを買ってくれたのですか？hintromajiEnglishあなたはわざわざわたしのためにそれをかってくれたのですか？anata wa wazawaza watashi no tame ni sore o katte kureta no desu ka?Did you buy that just for me?,https://jlptsensei.com/learn-japanese-grammar/%e3%82%8f%e3%81%96%e3%82%8f%e3%81%96-wazawaza-meaning/
yorimo,よりも,Learn Japanese grammar: (yorimo). Meaning: in comparison to; rather than; more than ~. This is a stronger version of the original and can also be...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""2"">よりも</td></tr><tr><td>Noun</td></tr></tbody></table>",Example #1兄は私よりも大きい。hintromajiEnglishあにはわたしよりもおおきい。ani wa watashi yorimo ookii.My older brother is bigger than I am.,Example #2量よりも質だ。hintromajiEnglishりょうよりもしつだ。ryou yori mo shitsu da.Quality matters more than quantity.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%82%8a%e3%82%82-yorimo-meaning/
you ga nai,ようがない,Learn Japanese grammar: (you ga nai). Meaning: there is no way to; it’s impossible to ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ます</s> (stem form)</td><td>ようがない<br/>ようもない</td></tr></tbody></table>",Example #1どうにもしようがない。hintromajiEnglishどうにもしようがない。dou ni mo shiyou ga nai.Nothing can be done about it.,Example #2お礼の申し上げようもない。hintromajiEnglishおれいのもうしあげようもない。orei no moushiage you mo nai.I cannot thank you enough.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%8c%e3%81%aa%e3%81%84-you-ga-nai-meaning/
you na ki ga suru,ような気がする（ようなきがする）,Learn Japanese grammar: 【ようなきがする】(you na ki ga suru). Meaning: have a feeling that; feels like; seems like; think that ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual) + ような</td><td rowspan=""4"">気がする</td></tr><tr><td>Noun + のような</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective + ような</td></tr></tbody></table>",Example #1それが本当のような気がする。hintromajiEnglishそれがほんとうのようなきがする。sore ga hontou no you na ki ga suru.I feel that it is true.,Example #2分かるような気がする。hintromajiEnglishわかるようなきがする。wakaru you na ki ga suru.I think I understand.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%aa%e6%b0%97%e3%81%8c%e3%81%99%e3%82%8b-you-na-ki-ga-suru-meaning/
you ni,ように,"Learn Japanese grammar: (you ni). Meaning: in order to, so that ~.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">ように</td></tr><tr><td>Verb (ない form)</td></tr></tbody></table>",Example #1バスに乗り遅れないように早く出ました。hintromajiEnglishバスにのりおくれないようにはやくでました。basu ni noriokurenai you ni hayaku demashita.I left early so I would not be late for the bus.,"Example #2先生の話を忘れないように、メモしておきます。hintromajiEnglishせんせいのはなしをわすれないように、メモしておきます。sensei no hanashi o wasurenai youni, memo shite okimasu.I will take some notes so as to not forget what the teacher said.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%ab-you-ni-meaning-in-order-to/
you ni mieru,ように見える（ようにみえる）,to look; to seem; to appear ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%ab%e8%a6%8b%e3%81%88%e3%82%8b-you-ni-mieru-meaning/
you to shinai,ようとしない,Learn Japanese grammar: (you to shinai). Meaning: not try to; not make an effort to ~. This must be used in combination with a verb’s...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (volitional form)<br/></td><td>としない</td></tr></tbody></table>",Example #1彼は早く寝ようとしない。hintromajiEnglishかれははやくねようとしない。kare wa hayaku neyou to shinai.He doesn't try to go to bed early.,Example #2その子供はどうしても野菜を食べようとしない。hintromajiEnglishそのこどもはどうしてもやさいをたべようとしない。sono kodomo wa doushitemo yasai o tabeyou to shinai.That kid will not even try to eat vegetables.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%a8%e3%81%97%e3%81%aa%e3%81%84-you-to-shinai-meaning/
you to suru,ようとする,Learn Japanese grammar: (you to suru). Meaning: try to; attempt to; be about to ~. This is used to express that one was just about...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (volitional form)</td><td>とする<br/>とした<br/>としたら<br/>としていた</td></tr></tbody></table>","Example #1ドアを開けようとしたが、鍵がかかっていました。hintromajiEnglishドアをあけようとしたが、かぎがかかっていました。doa o akeyou to shita ga, kagi ga kakatte imashita.I tried opening the door, but it was locked.","Example #2お風呂に入ろうとしたら、電話が掛かってきた。hintromajiEnglishおふろにはいろうとしたら、でんわがかかってきた。ofuro ni hairou to shitara, denwa ga kakatte kita.Just as I was about to take a bath, the phone rang.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%88%e3%81%86%e3%81%a8%e3%81%99%e3%82%8b-you-to-suru-meaning/
zuni,ずに,Learn Japanese grammar: (zuni). Meaning: without doing ~. This is used by adding ず（に）after a verb’s ない stem.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb <s>ない</s> (ない stem)</td><td>ず（に）</td></tr><tr><td>する changes to</td><td>せず（に）</td></tr></tbody></table>",Example #1勉強せずに試験に受かった。hintromajiEnglishべんきょうせずにしけんにうかった。benkyou sezu ni shiken ni ukatta.I passed the exam without studying.,"Example #2今朝、私は朝ごはんを食べずに学校に来ました。hintromajiEnglishけさ、わたしはあさごはんをたべずにがっこうにきました。kesa, watashi wa asagohan o tabezuni gakkou ni kimashita.This morning I went to school without eating breakfast.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%9a%e3%81%ab-zuni-meaning/
